,accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,day_time,year
2998,2998,Bangalore,Karnataka,13.188251,77.583773,2024-05-19,17:00,17,Sunday,True,urban,3,0,fog,low,21,high,overspeeding,minor,2,0,True,Evening,2024
2999,2999,Chandigarh,Punjab,30.795321,76.835997,2023-10-15,3:00,3,Sunday,True,highway,5,1,fog,low,23,low,poor road,minor,1,1,False,Moring,2023
3000,3000,Hyderabad,Telangana,17.223697,78.371944,2023-10-08,13:00,13,Sunday,True,rural,1,0,fog,low,21,high,drunk driving,minor,3,3,False,Afternoon,2023
3001,3001,Chennai,Tamil Nadu,12.918551,80.21127,2024-04-23,7:00,7,Tuesday,False,urban,4,1,clear,high,15,high,overspeeding,minor,4,2,False,Moring,2024
3002,3002,Chandigarh,Punjab,30.789201,76.793711,2023-09-03,21:00,21,Sunday,True,urban,5,1,rain,low,25,medium,distraction,major,4,1,False,Night,2023
3003,3003,Chennai,Tamil Nadu,12.817605,80.223391,2025-01-13,6:00,6,Monday,False,highway,2,1,rain,low,37,low,overspeeding,minor,3,3,False,Moring,2025
3004,3004,Delhi,Delhi,28.705156,77.067723,2025-01-30,17:00,17,Thursday,False,rural,5,0,rain,low,17,high,distraction,minor,4,4,True,Evening,2025
3005,3005,Chennai,Tamil Nadu,12.822553,80.196891,2023-08-31,21:00,21,Thursday,False,urban,1,1,rain,low,36,medium,distraction,minor,4,0,False,Night,2023
3006,3006,Delhi,Delhi,28.850629,76.884476,2023-01-30,1:00,1,Monday,False,urban,4,0,fog,low,39,low,poor road,major,2,0,False,Moring,2023
3007,3007,Chandigarh,Punjab,30.618182,76.790015,2023-07-23,19:00,19,Sunday,True,urban,6,0,clear,high,39,high,overspeeding,major,2,1,True,Evening,2023
3008,3008,Delhi,Delhi,28.71022,76.888585,2022-07-03,17:00,17,Sunday,True,urban,2,1,clear,high,18,medium,weather,minor,3,3,True,Evening,2022
3009,3009,Pune,Maharashtra,18.676759,73.862984,2023-11-20,18:00,18,Monday,False,urban,5,1,clear,high,23,medium,distraction,major,2,2,True,Evening,2023
3010,3010,Chennai,Tamil Nadu,12.858205,80.289077,2024-09-15,9:00,9,Sunday,True,rural,3,0,clear,high,26,high,distraction,minor,1,1,True,Moring,2024
3011,3011,Pune,Maharashtra,18.616403,73.772106,2025-03-09,6:00,6,Sunday,True,urban,6,1,clear,high,22,high,drunk driving,major,5,3,False,Moring,2025
3012,3012,Hyderabad,Telangana,17.401385,78.371138,2022-10-10,11:00,11,Monday,False,rural,3,0,rain,low,19,high,weather,minor,2,2,False,Moring,2022
3013,3013,Pune,Maharashtra,18.687165,73.839055,2023-11-27,6:00,6,Monday,False,rural,5,0,fog,low,19,medium,poor road,minor,2,0,False,Moring,2023
3014,3014,Mumbai,Maharashtra,19.043611,72.918752,2023-11-18,13:00,13,Saturday,True,urban,2,1,clear,high,22,medium,poor road,minor,5,2,False,Afternoon,2023
3015,3015,Chandigarh,Punjab,30.684717,76.750294,2023-06-26,20:00,20,Monday,False,highway,4,1,clear,high,32,low,weather,minor,3,0,False,Night,2023
3016,3016,Chennai,Tamil Nadu,12.815252,80.187181,2022-02-14,7:00,7,Monday,False,urban,6,0,rain,low,25,medium,distraction,minor,1,1,False,Moring,2022
3017,3017,Pune,Maharashtra,18.585906,73.990609,2024-04-27,17:00,17,Saturday,True,highway,4,1,clear,high,24,high,drunk driving,major,5,2,True,Evening,2024
3018,3018,Delhi,Delhi,28.736799,77.16106,2022-03-09,17:00,17,Wednesday,False,urban,6,0,clear,high,19,high,overspeeding,major,4,4,True,Evening,2022
3019,3019,Delhi,Delhi,28.46711,77.059431,2024-02-13,11:00,11,Tuesday,False,highway,2,1,clear,high,32,low,weather,major,3,3,False,Moring,2024
3020,3020,Pune,Maharashtra,18.465213,73.898825,2024-11-18,18:00,18,Monday,False,highway,5,0,rain,medium,16,high,distraction,major,1,1,True,Evening,2024
3021,3021,Chennai,Tamil Nadu,13.068218,80.194411,2023-04-20,8:00,8,Thursday,False,rural,2,1,fog,low,40,high,distraction,fatal,1,1,True,Moring,2023
3022,3022,Chandigarh,Punjab,30.668603,76.827212,2022-04-12,12:00,12,Tuesday,False,urban,1,0,fog,low,32,medium,overspeeding,major,2,0,False,Afternoon,2022
3023,3023,Pune,Maharashtra,18.531436,73.917623,2023-01-23,20:00,20,Monday,False,highway,1,1,clear,high,26,low,weather,minor,1,1,False,Night,2023
3024,3024,Mumbai,Maharashtra,19.097296,72.984555,2022-01-09,4:00,4,Sunday,True,highway,3,1,rain,medium,31,low,poor road,fatal,2,2,False,Moring,2022
3025,3025,Kolkata,West Bengal,22.479474,88.473623,2023-06-10,3:00,3,Saturday,True,rural,6,0,clear,high,25,low,poor road,minor,4,3,False,Moring,2023
3026,3026,Pune,Maharashtra,18.683147,73.91673,2022-03-19,17:00,17,Saturday,True,highway,5,1,clear,high,21,medium,weather,minor,3,3,True,Evening,2022
3027,3027,Mumbai,Maharashtra,18.844507,72.89872,2022-04-04,5:00,5,Monday,False,rural,3,1,fog,low,33,high,poor road,major,3,2,False,Moring,2022
3028,3028,Kolkata,West Bengal,22.612347,88.204797,2024-06-18,6:00,6,Tuesday,False,rural,2,0,rain,low,19,medium,poor road,minor,2,2,False,Moring,2024
3029,3029,Hyderabad,Telangana,17.219491,78.212077,2024-12-11,16:00,16,Wednesday,False,urban,3,1,fog,low,34,low,distraction,fatal,3,3,False,Evening,2024
3030,3030,Chennai,Tamil Nadu,13.191465,80.159939,2023-05-18,9:00,9,Thursday,False,rural,1,0,rain,low,27,medium,distraction,major,3,2,True,Moring,2023
3031,3031,Delhi,Delhi,28.404037,77.020536,2023-08-13,23:00,23,Sunday,True,highway,1,0,fog,low,27,low,weather,major,4,3,False,Night,2023
3032,3032,Hyderabad,Telangana,17.595352,78.232994,2024-10-11,18:00,18,Friday,False,highway,2,1,rain,low,36,high,drunk driving,minor,3,2,True,Evening,2024
3033,3033,Mumbai,Maharashtra,18.940256,72.936211,2024-08-03,20:00,20,Saturday,True,rural,5,0,fog,low,34,high,overspeeding,minor,2,2,False,Night,2024
3034,3034,Kolkata,West Bengal,22.418312,88.487999,2025-01-19,5:00,5,Sunday,True,rural,2,1,fog,low,23,high,distraction,fatal,3,3,False,Moring,2025
3035,3035,Delhi,Delhi,28.603651,77.22246,2022-08-02,10:00,10,Tuesday,False,highway,3,1,clear,high,25,high,drunk driving,minor,5,4,True,Moring,2022
3036,3036,Mumbai,Maharashtra,19.109288,72.83234,2022-08-14,8:00,8,Sunday,True,urban,3,1,rain,low,26,high,drunk driving,major,3,1,True,Moring,2022
3037,3037,Kolkata,West Bengal,22.466756,88.444865,2023-05-19,6:00,6,Friday,False,highway,6,0,fog,low,22,medium,distraction,minor,3,1,False,Moring,2023
3038,3038,Hyderabad,Telangana,17.503493,78.353479,2024-12-03,5:00,5,Tuesday,False,urban,3,0,rain,medium,31,high,weather,minor,3,1,False,Moring,2024
3039,3039,Mumbai,Maharashtra,18.945681,72.764018,2023-08-19,9:00,9,Saturday,True,highway,2,0,clear,high,23,medium,distraction,fatal,3,3,True,Moring,2023
3040,3040,Delhi,Delhi,28.514379,77.101899,2022-06-28,1:00,1,Tuesday,False,urban,4,0,clear,high,39,low,overspeeding,major,3,0,False,Moring,2022
3041,3041,Mumbai,Maharashtra,19.217645,72.910596,2022-09-23,0:00,0,Friday,False,highway,1,0,rain,medium,19,low,weather,minor,5,4,False,Moring,2022
3042,3042,Chennai,Tamil Nadu,12.968204,80.285127,2024-06-16,4:00,4,Sunday,True,highway,4,1,fog,low,15,low,distraction,major,2,1,False,Moring,2024
3043,3043,Chennai,Tamil Nadu,13.178284,80.117253,2022-01-02,1:00,1,Sunday,True,rural,5,0,clear,high,28,low,drunk driving,major,3,1,False,Moring,2022
3044,3044,Chandigarh,Punjab,30.729626,76.867192,2025-04-12,11:00,11,Saturday,True,rural,4,0,rain,medium,37,medium,poor road,minor,4,4,False,Moring,2025
3045,3045,Hyderabad,Telangana,17.422122,78.562862,2022-02-10,2:00,2,Thursday,False,rural,3,0,fog,low,30,low,poor road,minor,4,4,False,Moring,2022
3046,3046,Mumbai,Maharashtra,19.143259,72.945512,2023-04-27,19:00,19,Thursday,False,rural,3,1,clear,high,18,high,distraction,minor,5,1,True,Evening,2023
3047,3047,Chennai,Tamil Nadu,12.984162,80.151032,2025-02-23,18:00,18,Sunday,True,urban,3,1,rain,medium,37,high,weather,minor,2,1,True,Evening,2025
3048,3048,Chennai,Tamil Nadu,12.8325,80.167822,2023-03-22,19:00,19,Wednesday,False,highway,1,1,clear,high,33,medium,weather,major,3,1,True,Evening,2023
3049,3049,Pune,Maharashtra,18.585323,73.936995,2024-03-02,19:00,19,Saturday,True,highway,2,0,rain,low,17,medium,distraction,minor,2,1,True,Evening,2024
3050,3050,Mumbai,Maharashtra,18.92166,72.742186,2022-10-30,2:00,2,Sunday,True,highway,2,0,fog,low,40,low,distraction,major,1,1,False,Moring,2022
3051,3051,Bangalore,Karnataka,12.887348,77.544988,2022-09-16,9:00,9,Friday,False,urban,2,0,rain,low,40,high,drunk driving,major,4,4,True,Moring,2022
3052,3052,Hyderabad,Telangana,17.330545,78.446373,2024-04-25,18:00,18,Thursday,False,urban,6,1,fog,low,21,medium,weather,minor,4,3,True,Evening,2024
3053,3053,Mumbai,Maharashtra,19.028092,72.778493,2023-05-22,13:00,13,Monday,False,urban,3,0,rain,low,25,medium,overspeeding,minor,5,0,False,Afternoon,2023
3054,3054,Pune,Maharashtra,18.491197,73.861165,2023-12-28,18:00,18,Thursday,False,rural,4,0,fog,low,39,high,distraction,major,3,2,True,Evening,2023
3055,3055,Delhi,Delhi,28.569114,76.828319,2023-03-21,20:00,20,Tuesday,False,rural,4,0,rain,low,20,high,weather,minor,2,1,False,Night,2023
3056,3056,Chennai,Tamil Nadu,13.002674,80.254176,2025-04-12,3:00,3,Saturday,True,urban,6,0,clear,high,26,medium,poor road,minor,4,1,False,Moring,2025
3057,3057,Mumbai,Maharashtra,19.02188,72.953077,2024-02-29,13:00,13,Thursday,False,urban,3,1,fog,low,37,low,distraction,major,2,0,False,Afternoon,2024
3058,3058,Delhi,Delhi,28.585989,76.908124,2023-04-02,9:00,9,Sunday,True,rural,2,0,fog,low,40,high,poor road,minor,2,2,True,Moring,2023
3059,3059,Kolkata,West Bengal,22.695358,88.236861,2025-01-27,8:00,8,Monday,False,urban,6,1,fog,low,17,high,drunk driving,minor,3,1,True,Moring,2025
3060,3060,Chandigarh,Punjab,30.67358,76.799111,2024-09-10,17:00,17,Tuesday,False,highway,1,1,fog,low,18,high,distraction,major,4,1,True,Evening,2024
3061,3061,Pune,Maharashtra,18.508321,73.821713,2022-05-28,21:00,21,Saturday,True,urban,2,1,clear,high,24,low,weather,major,4,4,False,Night,2022
3062,3062,Chennai,Tamil Nadu,12.907528,80.217115,2023-10-30,22:00,22,Monday,False,rural,4,0,rain,medium,18,medium,drunk driving,minor,1,1,False,Night,2023
3063,3063,Kolkata,West Bengal,22.665425,88.353948,2022-09-28,13:00,13,Wednesday,False,urban,6,1,fog,low,33,low,weather,minor,5,5,False,Afternoon,2022
3064,3064,Mumbai,Maharashtra,19.159236,72.924707,2022-07-26,8:00,8,Tuesday,False,urban,4,1,rain,low,38,high,overspeeding,minor,4,2,True,Moring,2022
3065,3065,Hyderabad,Telangana,17.295085,78.313734,2024-06-29,5:00,5,Saturday,True,highway,1,1,clear,high,21,medium,drunk driving,major,2,2,False,Moring,2024
3066,3066,Hyderabad,Telangana,17.254276,78.29346,2023-02-24,19:00,19,Friday,False,rural,1,0,clear,high,37,high,drunk driving,minor,1,0,True,Evening,2023
3067,3067,Bangalore,Karnataka,13.154492,77.756393,2022-09-18,14:00,14,Sunday,True,urban,6,0,clear,high,31,medium,overspeeding,major,2,1,False,Afternoon,2022
3068,3068,Chandigarh,Punjab,30.795035,76.875276,2023-02-24,13:00,13,Friday,False,urban,3,1,rain,medium,30,low,distraction,major,2,0,False,Afternoon,2023
3069,3069,Bangalore,Karnataka,13.154371,77.73599,2022-05-10,7:00,7,Tuesday,False,urban,5,1,clear,high,34,low,weather,minor,2,1,False,Moring,2022
3070,3070,Delhi,Delhi,28.760133,77.16247,2023-12-29,19:00,19,Friday,False,rural,4,1,clear,high,24,high,poor road,minor,3,3,True,Evening,2023
3071,3071,Delhi,Delhi,28.541883,76.804863,2023-02-09,19:00,19,Thursday,False,rural,4,0,fog,low,27,high,drunk driving,minor,4,4,True,Evening,2023
3072,3072,Kolkata,West Bengal,22.661025,88.395412,2023-04-15,22:00,22,Saturday,True,urban,1,0,rain,medium,18,low,weather,major,3,3,False,Night,2023
3073,3073,Pune,Maharashtra,18.441621,73.744842,2023-08-01,4:00,4,Tuesday,False,highway,6,0,clear,high,34,low,distraction,major,4,3,False,Moring,2023
3074,3074,Hyderabad,Telangana,17.530215,78.38607,2023-01-07,10:00,10,Saturday,True,rural,6,1,fog,low,39,medium,distraction,minor,3,1,True,Moring,2023
3075,3075,Pune,Maharashtra,18.419795,73.970548,2022-08-20,20:00,20,Saturday,True,urban,4,1,rain,low,27,low,drunk driving,major,4,0,False,Night,2022
3076,3076,Chennai,Tamil Nadu,13.138966,80.216937,2023-03-11,19:00,19,Saturday,True,urban,3,1,clear,high,28,high,poor road,major,2,1,True,Evening,2023
3077,3077,Pune,Maharashtra,18.449031,73.996868,2023-01-06,8:00,8,Friday,False,urban,6,1,fog,low,20,high,poor road,minor,3,3,True,Moring,2023
3078,3078,Pune,Maharashtra,18.468949,73.790744,2025-01-19,22:00,22,Sunday,True,highway,3,0,clear,high,23,medium,drunk driving,major,2,1,False,Night,2025
3079,3079,Hyderabad,Telangana,17.539541,78.258541,2022-12-09,9:00,9,Friday,False,urban,4,0,rain,medium,29,high,overspeeding,fatal,3,3,True,Moring,2022
3080,3080,Chandigarh,Punjab,30.634685,76.89273,2022-04-16,8:00,8,Saturday,True,rural,6,1,fog,low,22,high,overspeeding,fatal,1,1,True,Moring,2022
3081,3081,Chandigarh,Punjab,30.737582,76.703199,2023-07-08,21:00,21,Saturday,True,highway,1,1,clear,high,20,low,overspeeding,minor,5,3,False,Night,2023
3082,3082,Chennai,Tamil Nadu,13.086102,80.158265,2024-12-07,4:00,4,Saturday,True,urban,5,0,clear,high,19,medium,distraction,minor,5,0,False,Moring,2024
3083,3083,Bangalore,Karnataka,12.878681,77.696621,2022-03-04,11:00,11,Friday,False,urban,6,1,rain,medium,24,high,poor road,minor,4,0,False,Moring,2022
3084,3084,Chennai,Tamil Nadu,12.911609,80.220121,2024-04-14,18:00,18,Sunday,True,urban,4,0,rain,low,17,high,weather,minor,5,5,True,Evening,2024
3085,3085,Mumbai,Maharashtra,19.172125,72.83612,2024-10-23,0:00,0,Wednesday,False,urban,1,0,rain,medium,21,medium,distraction,minor,2,2,False,Moring,2024
3086,3086,Hyderabad,Telangana,17.487776,78.585688,2023-04-15,10:00,10,Saturday,True,rural,6,1,fog,low,26,high,poor road,minor,4,3,True,Moring,2023
3087,3087,Hyderabad,Telangana,17.51267,78.202762,2023-12-08,11:00,11,Friday,False,highway,3,1,fog,low,27,high,drunk driving,fatal,3,3,False,Moring,2023
3088,3088,Pune,Maharashtra,18.554231,73.986166,2023-08-23,6:00,6,Wednesday,False,highway,5,0,fog,low,22,low,distraction,major,5,2,False,Moring,2023
3089,3089,Chennai,Tamil Nadu,13.093309,80.232512,2023-07-17,15:00,15,Monday,False,rural,1,0,clear,high,18,high,overspeeding,major,1,0,False,Afternoon,2023
3090,3090,Pune,Maharashtra,18.570395,73.751747,2025-02-05,23:00,23,Wednesday,False,rural,1,0,rain,medium,23,medium,distraction,minor,3,1,False,Night,2025
3091,3091,Hyderabad,Telangana,17.364885,78.471209,2023-10-26,23:00,23,Thursday,False,highway,3,1,rain,medium,25,low,drunk driving,minor,3,3,False,Night,2023
3092,3092,Mumbai,Maharashtra,19.129881,72.728233,2022-05-18,1:00,1,Wednesday,False,highway,6,0,fog,low,24,medium,drunk driving,minor,5,4,False,Moring,2022
3093,3093,Pune,Maharashtra,18.466089,73.954829,2024-10-12,18:00,18,Saturday,True,rural,2,0,clear,high,29,low,drunk driving,major,5,5,True,Evening,2024
3094,3094,Chennai,Tamil Nadu,12.879705,80.107007,2023-09-26,20:00,20,Tuesday,False,rural,2,1,clear,high,40,medium,overspeeding,minor,5,0,False,Night,2023
3095,3095,Chandigarh,Punjab,30.67887,76.787071,2025-02-24,7:00,7,Monday,False,highway,5,0,rain,low,16,high,drunk driving,major,2,2,False,Moring,2025
3096,3096,Kolkata,West Bengal,22.598478,88.264685,2022-03-09,1:00,1,Wednesday,False,urban,3,0,rain,low,24,low,distraction,major,2,2,False,Moring,2022
3097,3097,Mumbai,Maharashtra,19.004206,72.895194,2025-03-12,7:00,7,Wednesday,False,urban,4,1,clear,high,22,medium,poor road,minor,1,0,False,Moring,2025
3098,3098,Delhi,Delhi,28.470846,76.988534,2024-06-06,7:00,7,Thursday,False,highway,3,1,clear,high,27,medium,distraction,minor,1,1,False,Moring,2024
3099,3099,Mumbai,Maharashtra,18.850407,72.760294,2022-08-21,4:00,4,Sunday,True,highway,2,0,clear,high,26,low,distraction,minor,5,4,False,Moring,2022
3100,3100,Hyderabad,Telangana,17.402223,78.429363,2022-05-05,22:00,22,Thursday,False,urban,1,1,rain,low,24,low,overspeeding,minor,4,0,False,Night,2022
3101,3101,Mumbai,Maharashtra,18.884197,72.724658,2023-09-13,23:00,23,Wednesday,False,rural,4,1,fog,low,17,low,drunk driving,fatal,1,1,False,Night,2023
3102,3102,Delhi,Delhi,28.406632,76.837638,2022-07-26,12:00,12,Tuesday,False,highway,4,0,rain,low,39,high,weather,minor,4,2,False,Afternoon,2022
3103,3103,Delhi,Delhi,28.545865,77.171638,2023-11-05,7:00,7,Sunday,True,urban,1,0,rain,medium,19,medium,poor road,major,4,1,False,Moring,2023
3104,3104,Hyderabad,Telangana,17.460755,78.272009,2025-03-22,10:00,10,Saturday,True,highway,6,0,fog,low,35,medium,poor road,minor,3,2,True,Moring,2025
3105,3105,Chennai,Tamil Nadu,13.121331,80.184471,2024-11-15,15:00,15,Friday,False,highway,5,1,clear,high,18,medium,poor road,major,1,0,False,Afternoon,2024
3106,3106,Pune,Maharashtra,18.563585,73.891721,2024-06-28,15:00,15,Friday,False,urban,6,1,clear,high,21,low,overspeeding,minor,1,0,False,Afternoon,2024
3107,3107,Delhi,Delhi,28.656266,76.979321,2022-08-12,13:00,13,Friday,False,highway,3,1,fog,low,36,medium,distraction,minor,3,3,False,Afternoon,2022
3108,3108,Delhi,Delhi,28.460026,77.182841,2024-04-11,0:00,0,Thursday,False,urban,3,1,rain,medium,19,low,drunk driving,minor,3,2,False,Moring,2024
3109,3109,Chandigarh,Punjab,30.753366,76.798635,2025-04-08,4:00,4,Tuesday,False,highway,5,1,fog,low,32,low,overspeeding,major,4,4,False,Moring,2025
3110,3110,Chandigarh,Punjab,30.60054,76.746868,2023-07-02,12:00,12,Sunday,True,rural,3,1,rain,medium,36,medium,drunk driving,minor,3,1,False,Afternoon,2023
3111,3111,Pune,Maharashtra,18.671205,73.922006,2024-09-10,23:00,23,Tuesday,False,highway,1,0,fog,low,25,medium,overspeeding,minor,3,1,False,Night,2024
3112,3112,Bangalore,Karnataka,12.988706,77.780322,2023-12-22,18:00,18,Friday,False,rural,1,0,clear,high,32,high,weather,minor,2,0,True,Evening,2023
3113,3113,Bangalore,Karnataka,12.96194,77.686928,2024-07-26,11:00,11,Friday,False,highway,2,0,rain,low,37,high,weather,major,3,0,False,Moring,2024
3114,3114,Mumbai,Maharashtra,18.811673,72.774659,2024-04-23,11:00,11,Tuesday,False,urban,2,0,rain,medium,15,low,distraction,minor,1,0,False,Moring,2024
3115,3115,Kolkata,West Bengal,22.521575,88.40904,2022-07-06,14:00,14,Wednesday,False,urban,6,1,rain,low,32,high,overspeeding,minor,4,1,False,Afternoon,2022
3116,3116,Chandigarh,Punjab,30.734523,76.893604,2024-05-13,3:00,3,Monday,False,highway,2,0,fog,low,23,low,distraction,major,3,0,False,Moring,2024
3117,3117,Chennai,Tamil Nadu,12.820146,80.101181,2022-01-28,22:00,22,Friday,False,rural,5,1,rain,low,22,high,poor road,major,3,2,False,Night,2022
3118,3118,Bangalore,Karnataka,12.986075,77.758543,2024-08-08,12:00,12,Thursday,False,highway,1,0,rain,medium,16,low,distraction,major,2,1,False,Afternoon,2024
3119,3119,Hyderabad,Telangana,17.560824,78.559731,2023-01-28,16:00,16,Saturday,True,urban,5,1,rain,medium,19,low,weather,major,5,4,False,Evening,2023
3120,3120,Kolkata,West Bengal,22.592706,88.483843,2023-08-06,23:00,23,Sunday,True,highway,6,0,fog,low,19,high,distraction,minor,3,3,False,Night,2023
3121,3121,Chandigarh,Punjab,30.642751,76.749474,2022-09-16,8:00,8,Friday,False,rural,2,1,fog,low,21,high,poor road,minor,2,1,True,Moring,2022
3122,3122,Chandigarh,Punjab,30.661723,76.881112,2024-06-09,3:00,3,Sunday,True,urban,4,0,rain,low,19,high,poor road,fatal,1,1,False,Moring,2024
3123,3123,Chandigarh,Punjab,30.694983,76.877251,2022-06-08,0:00,0,Wednesday,False,urban,5,0,rain,low,34,low,overspeeding,minor,4,3,False,Moring,2022
3124,3124,Bangalore,Karnataka,12.806006,77.662003,2024-12-24,0:00,0,Tuesday,False,highway,5,1,clear,high,36,low,overspeeding,minor,3,1,False,Moring,2024
3125,3125,Pune,Maharashtra,18.457948,73.865713,2022-11-09,3:00,3,Wednesday,False,rural,4,1,rain,low,34,low,weather,major,1,1,False,Moring,2022
3126,3126,Kolkata,West Bengal,22.537574,88.236587,2024-02-27,7:00,7,Tuesday,False,urban,1,1,fog,low,23,medium,drunk driving,minor,2,1,False,Moring,2024
3127,3127,Hyderabad,Telangana,17.207462,78.410607,2024-02-01,21:00,21,Thursday,False,rural,1,0,clear,high,29,high,poor road,minor,5,2,False,Night,2024
3128,3128,Delhi,Delhi,28.886276,77.035021,2024-10-29,1:00,1,Tuesday,False,rural,5,0,fog,low,37,high,overspeeding,major,1,1,False,Moring,2024
3129,3129,Delhi,Delhi,28.742683,77.007915,2022-07-28,5:00,5,Thursday,False,rural,2,1,clear,high,37,high,poor road,fatal,1,1,False,Moring,2022
3130,3130,Mumbai,Maharashtra,19.269876,72.913116,2022-06-29,16:00,16,Wednesday,False,urban,5,1,fog,low,34,high,drunk driving,minor,4,4,False,Evening,2022
3131,3131,Delhi,Delhi,28.67131,77.105942,2022-02-10,8:00,8,Thursday,False,urban,5,0,clear,high,35,medium,distraction,fatal,5,5,True,Moring,2022
3132,3132,Kolkata,West Bengal,22.699473,88.401779,2023-04-22,16:00,16,Saturday,True,urban,1,1,fog,low,31,medium,distraction,minor,5,2,False,Evening,2023
3133,3133,Pune,Maharashtra,18.612817,73.879879,2024-03-13,13:00,13,Wednesday,False,rural,6,1,clear,high,24,high,overspeeding,minor,3,2,False,Afternoon,2024
3134,3134,Delhi,Delhi,28.747257,76.835475,2022-12-09,10:00,10,Friday,False,highway,4,0,clear,high,34,medium,weather,fatal,3,3,True,Moring,2022
